gender,age,language,country,sampling,baserate,turkcode,id,R1,R2,R3,R4,R5,R6,R7
female,37,English,USA,property,small,963817,394,4,5,6,4,6,6,4
female,42,English,USA,category,large,227398,395,5,5,5,5,5,5,5
male,40,English,USA,property,large,390148,396,9,8,6,3,2,1,1
male,27,English,USA,property,large,621480,397,10,10,4,3,4,2,2
female,32,english,USA,property,large,581074,398,5,7,6,5,2,2,2
female,38,English,USA,category,large,723959,399,9,9,7,8,7,3,1
male,50,English,USA,property,large,222825,400,10,10,10,10,10,10,10
female,27,TAMIL,India,category,large,562056,401,1,2,4,7,6,5,10
female,27,english,USA,category,small,219023,402,10,10,10,10,9,7,7
female,40,English,USA,property,large,824099,403,8,8,8,2,2,2,2
female,34,English,USA,property,large,341978,404,10,8,3,4,2,2,1
female,35,English,USA,property,small,130256,405,7,8,4,2,3,1,1
male,35,English,USA,category,small,543143,406,8,8,7,8,5,5,5
female,36,English,USA,property,large,790584,407,8,8,3,2,1,1,1
female,28,English,USA,property,small,638297,408,7,7,4,1,1,1,1
male,23,english,USA,property,small,915537,409,3,6,5,6,6,8,8
male,34,english,USA,property,small,123821,410,4,5,6,5,8,6,9
female,29,English,USA,category,large,620130,411,10,10,10,10,10,5,5
male,31,English,USA,property,small,293074,412,2,3,8,7,8,9,10
male,29,English,USA,category,small,477946,413,10,10,8,7,6,6,6
female,23,english,USA,property,small,312922,414,9,3,5,2,2,2,1
female,32,english,USA,property,large,970624,415,10,8,5,5,6,7,7
male,33,English,USA,category,large,800923,416,10,8,6,5,4,3,3
female,55,ENGLISH,USA,category,large,894146,417,10,10,9,8,6,5,4
male,26,English,USA,category,large,938771,418,8,9,6,7,6,5,4
male,26,english,USA,property,small,875355,419,2,3,9,9,8,10,10
male,26,English,USA,property,large,660045,420,8,7,4,2,1,1,1
female,29,english,USA,property,large,857887,421,7,6,6,2,1,1,1
male,56,English,USA,property,small,746997,422,3,3,3,3,3,3,3
male,38,english,USA,property,large,378766,423,10,9,5,3,1,1,1
female,28,English,USA,property,small,125877,424,7,7,7,7,7,7,6
male,29,English,USA,category,large,632915,425,8,8,6,6,3,2,2
female,31,english,USA,property,small,971342,426,3,9,10,7,6,1,1
male,24,English,USA,property,large,206792,427,3,5,7,7,7,7,8
male,36,English,USA,property,small,194325,428,6,5,6,5,5,5,5
male,30,English,USA,category,small,425322,429,9,9,9,8,7,7,6
male,25,English,USA,category,large,281568,430,10,10,7,10,7,5,5
male,55,english,USA,property,small,479178,431,9,9,4,1,1,1,1
female,35,English,USA,category,large,148940,432,9,8,9,6,7,2,3
male,55,English,USA,category,small,773916,433,9,9,2,4,1,1,1
male,38,English,USA,property,small,733269,434,2,6,5,8,9,9,9
female,21,English,USA,category,large,660549,435,8,8,6,4,6,3,6
male,25,English,USA,category,small,373906,436,10,10,10,10,9,9,9
male,63,English,USA,property,small,798404,437,10,10,10,2,1,2,1
female,47,English,USA,category,large,665097,438,10,10,10,10,6,5,6
male,39,English,USA,property,large,770607,439,10,10,10,1,1,1,1
male,23,Spanish,Venezuela,property,small,949785,440,8,6,9,1,1,1,1
female,37,English,USA,property,large,735545,441,10,10,8,3,1,1,1
male,27,English,USA,property,large,395852,442,6,9,8,8,5,6,8
male,47,English,USA,property,large,393034,443,10,10,10,10,10,10,10
male,31,English,USA,property,large,661192,444,5,2,6,7,8,7,3
male,24,English,USA,category,small,298690,445,7,7,7,7,6,8,8
female,28,English,USA,property,large,121196,446,10,10,2,1,1,1,1
male,25,English,USA,category,large,560312,447,10,10,10,8,8,8,8
male,40,english,USA,category,small,298187,448,5,5,7,5,2,2,1
male,52,english,USA,property,large,166283,449,8,7,8,9,10,10,10
female,43,English,USA,property,large,469531,450,8,8,8,8,8,8,8
male,28,English,USA,category,small,888767,451,8,8,9,9,5,5,5
male,36,english,USA,category,large,395629,452,9,9,9,3,3,3,3
male,33,English,USA,property,small,834403,453,10,10,10,10,10,7,4
female,49,English,USA,property,small,345497,454,4,8,7,3,2,2,2
male,38,English,USA,category,small,656363,455,10,10,10,10,10,5,5
male,40,English,USA,property,large,949604,456,6,7,2,1,1,1,1
female,42,English ,USA,property,large,440223,457,3,3,4,3,4,3,1
female,31,vietnamese,USA,category,large,862447,458,10,10,7,2,2,2,2
male,44,English,USA,category,large,906236,459,10,9,8,4,2,2,1
female,37,English,USA,category,large,942546,460,9,7,7,5,5,4,4
female,34,English,USA,category,small,161014,461,10,9,8,6,1,1,1
male,50,English,USA,category,large,118261,462,9,9,8,7,6,5,5
female,33,English,USA,property,small,242335,463,9,9,9,3,2,2,1
male,56,English,USA,category,large,998331,464,10,9,8,6,7,6,6
female,25,English,USA,property,large,132389,465,8,8,7,2,2,2,2
female,24,english,USA,category,large,141246,466,10,10,9,7,3,4,2
female,24,English,USA,property,large,792928,467,4,7,9,8,10,10,10
male,31,English,USA,category,small,567682,468,9,8,5,5,5,5,3
male,20,English,USA,category,large,952661,469,10,8,6,3,2,2,3
female,31,English,USA,category,large,719180,470,9,9,8,6,6,7,6
male,29,English,USA,category,large,905799,471,10,10,10,10,10,5,10
female,32,English,USA,category,small,390588,472,8,7,3,2,2,2,1
female,29,English,USA,category,small,553765,473,10,10,10,10,10,10,10
female,38,english,USA,category,large,717917,474,10,10,10,10,10,7,7
female,37,English,USA,category,small,122761,475,10,10,9,8,5,5,5
other,25,english,USA,property,large,170265,476,10,9,6,3,2,1,2
female,33,English,USA,property,large,669086,477,7,3,4,2,2,2,1
female,57,English,USA,property,small,435838,478,10,10,10,5,5,5,6
female,25,English,USA,property,small,208910,479,9,8,9,2,4,2,1
male,34,English,USA,property,large,238019,480,8,9,6,6,5,2,2
male,27,english,USA,property,small,605315,481,9,9,5,5,3,1,1
female,26,English,USA,property,small,232829,482,8,6,5,5,5,5,5
male,38,english,USA,category,large,849771,483,10,9,7,5,6,3,1
male,24,English,India,category,small,272800,484,10,7,9,8,4,3,1
female,36,English,USA,property,large,593703,485,10,8,2,2,1,1,1
female,29,English,USA,category,small,123204,486,8,8,8,8,8,8,6
female,41,English,USA,property,large,686149,487,2,3,6,9,8,9,9
male,32,english,USA,property,large,421518,488,9,8,8,4,2,2,1
male,32,english,USA,category,large,636610,489,8,6,8,9,7,9,4
female,38,english,USA,category,large,722562,490,8,8,8,8,8,6,6
male,30,English,USA,category,small,936443,491,9,9,9,7,7,7,7
female,30,english,USA,category,small,136287,492,1,2,3,5,5,6,9
male,34,English,USA,property,large,112680,493,9,8,6,5,4,2,2
male,49,English,USA,property,small,436714,494,3,6,5,6,4,5,1
female,53,English,USA,category,small,781825,495,8,10,6,5,5,4,5
male,59,English,India,property,large,430857,496,10,10,6,6,3,2,2
female,33,english,USA,category,small,508709,497,10,10,4,3,3,4,3
male,27,English,USA,category,small,858860,498,9,9,9,8,8,8,8
male,31,English,USA,property,large,557126,499,2,9,8,10,10,10,10
male,32,Tamil,India,property,small,360765,500,8,9,8,4,4,2,3
female,42,english,USA,category,small,910007,501,10,10,10,5,1,1,1
male,45,English,Ghana,property,small,601783,502,8,7,3,3,1,1,1
male,41,english,USA,property,small,350390,503,5,5,5,5,5,5,5
male,25,english,USA,property,small,423381,504,2,4,3,3,9,9,9
male,28,English,USA,category,large,556889,505,10,10,3,1,3,1,1
female,61,English,USA,property,large,368246,506,9,9,3,3,3,3,3
male,35,English,USA,category,small,371965,507,10,10,10,10,10,10,10
female,45,English,USA,category,small,409863,508,9,8,3,2,2,3,3
female,40,english,USA,category,small,781181,509,6,8,7,7,7,8,7
male,43,english,USA,category,large,262205,510,10,8,5,5,2,4,2
male,29,English,USA,category,large,910794,511,10,10,10,10,10,10,10
female,24,english,USA,category,large,915884,512,10,9,7,8,7,9,3
female,52,english,USA,property,large,745045,513,9,8,7,6,4,4,3
male,30,english,USA,property,small,607446,514,8,8,7,7,9,8,7
male,32,English,USA,category,large,388570,515,9,9,9,8,7,6,8
male,22,English,USA,property,small,444134,516,5,5,5,5,5,5,5
female,27,English,USA,category,small,128275,517,7,7,6,5,5,5,5
male,30,tamil,India,category,large,596002,518,1,8,8,4,7,2,1
female,24,English,USA,property,small,593975,519,3,5,5,5,5,3,5
male,33,English,USA,property,large,700915,520,3,3,4,7,5,6,8
female,22,english,USA,property,small,769962,521,10,9,10,1,1,2,2
female,43,English,USA,property,large,502070,522,7,7,5,4,3,2,2
female,23,English,USA,property,large,489853,523,8,8,6,5,3,1,3
female,43,ENGLISH ,USA,property,small,521690,524,7,7,5,5,4,4,2
other,25,English,USA,category,large,397574,525,10,8,7,3,2,2,2
male,26,English,USA,category,large,522656,526,8,7,8,6,2,1,1
male,29,English,USA,property,small,457864,527,6,6,7,2,1,1,1
female,35,english,USA,property,small,177283,528,5,9,7,4,4,1,1
male,31,english,USA,category,large,535566,529,10,10,6,3,3,1,1
female,57,English,USA,category,large,614706,530,10,10,10,7,7,7,7
female,37,English,USA,property,large,322864,531,9,9,7,3,1,2,1
male,41,English,USA,property,large,140799,532,10,6,10,10,10,10,6
female,25,English,USA,property,large,861455,533,10,10,8,3,2,1,1
female,58,english,USA,property,large,836707,534,3,6,7,8,10,10,10
female,22,english,USA,property,large,645464,535,10,10,5,4,1,1,1
female,45,english,USA,category,large,428156,536,10,10,10,10,5,3,1
female,59,english,USA,category,small,563498,537,9,9,9,7,2,2,2
male,45,English,USA,category,large,380556,538,9,9,9,9,9,9,9
female,25,N/A English Only ,USA,property,small,545728,539,6,10,8,8,7,10,8
male,29,English,USA,property,small,820918,540,2,2,8,4,4,5,9
male,33,English,USA,category,large,959385,541,9,9,9,8,2,3,2
male,29,ENGLISH,USA,property,small,904421,542,5,3,3,5,6,8,9
male,22,English,USA,property,small,716352,543,5,5,5,7,7,8,7
male,29,English,USA,category,large,482574,544,10,10,9,10,8,8,6
female,36,English,USA,category,small,169024,545,10,10,10,4,5,4,5
male,23,English,USA,category,small,933607,546,9,9,8,7,6,8,7
female,51,English,USA,property,large,652362,547,9,6,4,3,4,1,2
female,34,English,USA,property,small,494597,548,10,10,10,3,3,5,3
female,28,English,USA,property,small,303160,549,10,10,10,10,10,10,10
male,30,english,USA,category,large,590974,550,10,10,10,8,9,9,8
male,39,English,USA,category,small,133951,551,10,9,8,8,6,5,6
male,38,English,USA,category,large,992863,552,9,9,9,7,6,5,5
female,32,english,USA,category,large,518407,553,9,8,7,5,5,2,4
male,26,english,USA,property,small,368723,554,5,9,8,7,2,1,1
female,23,English,USA,category,small,765414,555,10,9,7,4,4,4,4
female,29,english,USA,property,small,505665,556,2,7,7,5,3,3,3
male,30,english,USA,category,small,137639,557,10,10,10,10,10,10,10
female,35,english,USA,category,small,991731,558,10,9,8,6,3,1,1
male,35,English,USA,property,large,442784,559,8,8,8,2,2,2,2
male,34,English,USA,property,large,529285,560,10,8,9,3,1,1,1
female,28,English,USA,category,large,499148,561,10,10,10,9,10,8,8
male,30,"English, Spanish",USA,property,large,593055,562,9,9,9,7,2,1,2
female,41,English,USA,property,small,754964,563,10,10,10,8,2,10,1
male,22,English,USA,property,small,133559,564,2,5,7,7,8,7,6
female,49,english,USA,property,small,374216,565,2,6,4,6,6,1,1
female,68,English,USA,category,large,186971,566,10,10,10,6,6,6,6
male,30,English and Hindi,India,property,large,469651,567,10,10,10,10,3,1,1
female,33,English,USA,property,large,854477,568,8,5,5,8,8,5,7
female,56,english,USA,property,large,911905,569,5,5,6,5,5,5,6
female,25,english,USA,category,small,304258,570,7,9,7,5,4,5,3
female,39,English,USA,property,small,487712,571,5,10,8,1,1,1,1
male,31,English,USA,property,large,106151,572,2,8,8,8,2,4,2
female,53,English,USA,category,small,271207,573,9,9,9,9,3,3,1
male,42,english,USA,property,large,796542,574,2,2,4,6,8,9,8
female,49,English,USA,property,large,281428,575,6,9,8,7,7,8,2
male,35,English,USA,category,small,158855,576,6,6,7,6,7,6,5
female,51,English,USA,category,large,543200,577,9,9,9,4,4,4,4
female,24,vietnamese,USA,category,small,879169,578,2,3,7,9,8,9,10
female,23,NA,USA,property,small,953267,579,6,6,8,4,3,3,3
male,36,english,USA,category,small,848905,580,10,10,9,9,5,6,5
female,27,ENGLISH,USA,category,large,287046,581,10,10,9,5,3,4,4
female,23,English,USA,category,large,780719,582,10,9,8,2,2,2,1
female,27,NA,India,category,small,571268,583,1,2,4,5,8,5,10
male,47,english,USA,category,small,403040,584,9,9,9,9,9,9,9
male,26,English,USA,category,small,681289,585,1,9,10,2,1,6,6
female,34,english,USA,category,small,896406,586,10,7,8,3,2,2,1
male,25,english,USA,property,large,961215,587,10,9,7,3,4,3,3
female,62,English,USA,category,small,181431,588,10,9,9,4,5,5,5
female,27,English,USA,category,large,836291,589,10,9,3,2,2,1,1
female,54,English,USA,category,large,704248,590,10,10,10,10,10,10,10
male,48,English,USA,category,small,709378,591,9,9,5,5,4,5,5
female,40,English,USA,category,small,649689,592,7,5,7,2,4,1,2
female,38,English,USA,category,large,168050,593,10,9,10,7,6,6,6
female,44,English,USA,category,large,360653,594,7,7,7,7,6,5,4
male,40,English,USA,category,large,269683,595,4,4,5,4,1,1,1
male,45,"English,Spanish",USA,category,small,199117,596,6,4,7,7,9,9,9
female,36,English,USA,category,small,779672,597,10,10,10,10,9,9,10
male,39,english,USA,property,large,632357,598,8,5,7,5,3,2,1
male,42,English,USA,property,large,234438,599,10,10,10,10,10,10,10
female,41,english,USA,property,large,929321,600,4,4,7,7,8,8,9
male,23,English,USA,property,small,822532,601,3,3,3,3,3,3,3
male,27,English,USA,property,large,281552,602,9,9,8,2,3,2,2
male,33,english,USA,category,large,335010,603,9,9,8,5,9,6,5
male,30,English,USA,category,large,432601,604,10,9,10,6,6,3,2
female,44,Spanish,USA,category,large,483796,605,6,3,5,5,4,4,3
female,52,English,USA,category,small,329899,606,10,10,5,1,1,3,3
female,34,English,USA,property,large,251980,607,3,6,8,8,9,9,10
female,32,English,USA,property,large,870364,608,9,9,8,8,6,4,1
male,38,English,USA,property,large,672012,609,8,8,8,5,2,1,2
male,39,English,USA,category,large,796730,610,10,9,10,10,7,9,7
male,42,english,USA,category,large,137134,611,10,10,8,7,4,1,1
male,21,English,USA,property,small,188147,612,4,3,3,4,6,5,6
male,24,english,USA,category,small,554565,613,5,2,6,7,7,8,9
female,38,English,USA,category,small,406261,614,10,10,10,10,7,10,6
male,35,english,USA,category,small,531561,615,9,9,9,9,8,8,8
male,26,english,USA,property,small,133441,616,8,9,7,4,3,2,4
male,42,english,USA,property,small,324897,617,7,7,7,3,4,2,2
male,29,ENGLISH,India,property,small,589083,618,10,10,10,10,10,10,10
female,27,English,USA,property,large,194188,619,10,10,9,2,2,2,2
male,45,English,USA,property,large,993827,620,10,9,5,2,1,1,1
male,30,English,USA,category,small,919331,621,7,8,3,4,6,6,6
male,24,English,USA,category,large,442023,622,8,10,7,10,3,1,1
male,30,English,USA,category,small,343734,623,5,10,8,7,8,7,8
male,53,English,USA,category,large,716130,624,10,10,10,10,9,10,8
male,34,English,USA,property,large,686695,625,6,6,6,4,1,1,1
male,25,english,USA,category,small,733691,626,8,6,6,7,5,7,8
male,39,English,USA,property,large,993573,627,9,8,5,2,2,1,1
male,20,English,USA,category,large,818318,628,10,8,9,2,1,1,1
male,31,English,USA,category,large,848467,629,5,7,9,8,8,6,6
male,34,English,USA,property,small,496021,630,5,8,7,5,5,5,3
female,31,ENGLISH,USA,category,small,604071,631,7,8,6,2,1,3,2
male,25,english,USA,category,large,739603,632,10,10,10,9,7,4,1
female,31,English,USA,property,small,900880,633,10,10,9,9,5,3,2
male,23,english,USA,property,small,122262,634,6,7,7,6,7,7,7
female,32,english,USA,category,small,506641,635,7,8,7,4,2,2,3
male,59,spanish,USA,property,large,181175,636,8,9,6,7,8,1,1
male,27,English,USA,property,large,347407,637,3,3,3,3,3,3,2
male,35,English,USA,category,small,631430,638,9,9,9,9,9,9,9
male,48,English,USA,category,small,483114,639,10,9,9,9,7,6,3
female,28,english,USA,category,small,325707,640,9,10,10,4,2,8,1
male,21,English,USA,property,large,947745,641,7,10,10,10,1,1,1
male,20,english,USA,property,large,296624,642,9,8,5,1,3,1,1
male,22,english,USA,category,small,773580,643,10,10,10,10,8,7,6
male,28,english,USA,property,large,407785,644,5,8,6,9,9,9,8
female,28,English,USA,category,large,208020,645,9,9,8,8,7,8,7
male,34,English,USA,property,small,578951,646,8,7,6,5,5,5,5
female,54,english,USA,category,small,162992,647,10,10,10,8,7,7,4
female,40,Tagalog,USA,property,large,511735,648,10,10,7,6,5,4,4
female,55,English,USA,property,large,288973,649,10,8,7,1,1,1,1
female,43,English,USA,property,small,530450,650,8,8,8,5,5,5,5
male,44,English,USA,property,large,726570,651,8,5,5,1,1,1,1
female,39,English,USA,category,small,730792,652,10,10,10,7,9,6,7
male,23,English,USA,category,large,609555,653,2,4,5,7,7,8,9
female,28,english,USA,property,large,580374,654,7,8,8,7,7,6,7
male,26,English,USA,property,large,693323,655,7,7,4,5,3,3,3
male,44,ENGLISH,USA,category,small,195478,656,10,10,10,4,2,1,1
female,24,English,USA,category,large,617839,657,3,3,3,3,10,10,10
male,24,English,USA,property,large,369981,658,2,7,8,6,5,2,3
male,34,English,USA,property,large,599338,659,9,6,3,2,2,1,1
male,27,english,USA,category,large,190578,660,9,8,9,9,8,6,6
male,50,English,USA,category,large,379841,661,10,10,10,8,7,7,7
male,29,english,USA,property,small,657595,662,4,4,4,6,2,1,1
female,23,TAMIL,India,category,large,137930,663,1,3,3,4,3,9,10
female,58,english,USA,category,large,272891,664,10,10,9,5,5,5,5
female,33,English,USA,category,large,699964,665,10,10,10,8,10,2,2
female,44,english,USA,category,small,894975,666,10,9,8,3,5,1,1
male,31,English,USA,category,small,610996,667,10,10,9,6,6,5,5
female,28,English,USA,property,small,286693,668,9,10,5,4,3,1,1
female,38,English ,USA,category,small,843016,669,9,8,9,5,6,3,4
male,27,English,USA,property,small,507791,670,10,10,10,10,10,10,10
male,23,English,USA,property,large,834425,671,2,2,5,10,10,10,10
female,25,english,USA,category,large,886660,672,10,9,5,3,1,1,1
female,55,English,USA,property,large,701249,673,10,10,9,4,2,1,1
male,22,English,USA,property,small,174611,674,8,5,5,4,2,3,1
male,26,english,USA,property,small,445735,675,3,7,9,7,9,4,8
female,65,English,USA,property,large,346678,676,10,10,10,10,10,10,10
female,36,english,USA,category,large,420477,677,10,10,10,10,10,8,8
male,24,English,USA,property,large,859381,678,1,2,5,8,9,6,8
male,22,English,USA,category,large,893139,679,7,6,3,5,2,3,1
male,54,English ,USA,property,small,143340,680,1,3,3,1,1,1,3
male,46,English,USA,property,small,949973,681,10,10,9,7,7,7,7
male,27,English,USA,category,small,786459,682,7,7,9,9,4,4,4
male,24,english,USA,property,large,153262,683,10,7,5,4,3,3,2
female,36,English,USA,category,large,498400,684,3,2,6,6,6,4,5
male,35,English,USA,property,small,276638,685,8,8,5,2,2,2,1
female,24,English,USA,property,small,211837,686,8,7,6,6,2,2,1
male,29,English,USA,property,large,496109,687,10,10,8,7,4,6,4
male,23,Hindi,India,category,large,773848,688,8,9,9,9,9,10,9
male,31,English,USA,category,small,564318,689,10,10,10,10,10,10,10
female,29,English,USA,property,large,133346,690,4,4,4,4,4,4,4
male,53,english,USA,property,small,416144,691,10,10,10,10,5,1,1
male,41,English,USA,category,large,548878,692,10,10,10,10,10,10,10
female,37,English,USA,property,small,832134,693,6,6,9,7,5,8,7
male,40,english,USA,property,small,991696,694,3,10,7,7,3,2,2
female,47,English,USA,property,small,372417,695,10,10,9,6,5,7,1
male,36,English,USA,property,small,963247,696,6,6,6,6,6,6,6
female,53,English,USA,category,small,576424,697,10,10,10,10,8,9,6
female,39,English,USA,property,large,592521,698,8,9,6,7,4,2,3
male,30,english,USA,category,large,178032,699,10,10,10,10,8,7,7
female,31,English,USA,property,large,640296,700,8,9,7,4,2,2,1
female,24,English,USA,property,large,670887,701,10,9,8,7,6,3,2
male,48,English,USA,category,small,411693,702,9,9,9,9,7,7,7
male,30,English,USA,property,small,971840,703,8,9,6,7,3,2,2
male,59,English,USA,property,large,268541,704,1,3,3,3,1,1,1
male,32,English,USA,category,large,427417,705,9,9,9,8,5,5,5
male,31,English,USA,property,large,599873,706,9,6,6,6,6,7,8
male,63,English,USA,property,large,182258,707,9,9,9,8,3,2,1
male,46,english,USA,category,large,700112,708,10,10,10,10,10,10,10
male,42,English,USA,property,small,876573,709,7,7,7,2,2,1,1
male,34,english,USA,property,small,669269,710,8,8,7,7,5,5,5
female,34,English,USA,category,small,915581,711,9,10,10,9,10,10,10
female,68,English,USA,property,large,977532,712,9,7,4,2,3,1,1
male,27,english,USA,property,small,272516,713,4,6,7,6,3,3,2
male,24,english,USA,category,large,508602,714,10,10,10,8,8,8,4
male,62,English,USA,property,small,746980,715,9,9,9,9,2,2,2
male,24,english,USA,category,large,550110,716,4,8,10,4,9,4,9
male,19,English,USA,category,small,162278,717,9,9,9,9,9,9,9
female,50,english,USA,category,small,216774,718,9,10,7,8,7,8,9
female,31,english,USA,property,small,996077,719,5,5,5,10,6,8,6
male,33,English,USA,category,large,704287,720,10,10,10,8,6,5,4
female,49,English,USA,property,small,489935,721,9,8,2,2,3,1,2
female,35,English,USA,category,large,538026,722,10,10,2,2,2,2,1
female,39,English,USA,category,large,886318,723,8,9,10,9,8,8,7
female,21,English,USA,category,large,460217,724,10,10,4,10,2,10,10
female,36,English,USA,category,small,895009,725,8,8,8,8,8,4,3
male,25,english,USA,category,small,455671,726,5,8,9,7,9,4,9
male,22,English,USA,category,large,744423,727,10,10,10,7,7,7,7
male,31,english,USA,category,small,761021,728,10,10,10,10,9,7,7
male,28,en,USA,property,large,407826,729,4,4,4,4,4,4,4
male,21,English,USA,property,small,121990,730,1,3,8,3,10,10,10
female,23,English,USA,category,large,410276,731,9,9,9,9,9,9,9
female,25,English,USA,property,large,610572,732,6,4,5,6,5,7,9
male,18,English,USA,category,small,540371,733,8,8,7,7,8,4,7
male,24,english,USA,category,large,213258,734,6,6,6,5,6,6,5
male,63,English,USA,category,small,741211,735,9,9,7,7,6,6,3
male,47,English,USA,category,large,632668,736,10,10,5,9,5,4,5
male,27,English,USA,category,small,987959,737,10,10,10,1,1,1,1
female,31,English,USA,category,small,721719,738,9,9,9,8,8,7,7
female,68,english,USA,property,large,649564,739,10,10,8,8,3,1,3
female,42,english,USA,property,small,724803,740,9,9,9,9,7,3,3
male,37,english,USA,property,large,586683,741,4,7,6,6,5,5,2
other,29,English,USA,property,small,403481,742,9,7,6,2,2,2,2
male,30,English,USA,category,small,960484,743,10,9,9,8,6,5,6
female,47,English,USA,category,small,661677,744,10,10,9,9,9,9,9
female,30,tamil,India,category,large,238608,745,1,8,4,9,3,2,1
male,29,English,USA,property,large,294660,746,6,8,4,4,6,3,7
male,23,English,USA,category,large,981185,747,6,7,6,6,4,3,2
female,51,english,USA,property,large,840851,748,9,7,6,3,2,2,1
male,38,English,USA,property,large,648595,749,9,8,5,4,2,2,1
male,27,english,USA,category,small,239164,750,9,9,9,9,8,9,8
female,39,English,USA,property,small,699052,751,9,9,7,6,5,4,2
male,46,english,USA,category,small,832863,752,9,9,9,9,8,8,8
female,47,English,USA,property,large,347784,753,1,10,10,10,9,4,1
male,55,English,USA,property,large,576676,754,10,9,9,8,8,5,2
male,30,english,USA,category,small,846056,755,3,3,5,7,8,3,4
male,25,English,USA,category,small,945958,756,9,9,7,5,5,5,5
male,40,Rnglish,USA,category,small,150113,757,10,10,10,4,6,4,5
female,28,english,USA,property,small,682989,758,10,10,10,8,3,2,3
male,22,english,USA,category,large,103945,759,6,5,4,6,4,5,2
male,38,English,USA,category,small,919157,760,10,10,9,9,9,9,9
male,24,Bulgarian,Bulgaria,property,large,718460,761,10,9,7,6,4,4,2
female,25,english,USA,category,large,228217,762,5,9,7,4,6,7,6
female,27,English,USA,property,large,178980,763,10,9,6,3,2,1,1
female,45,English,USA,property,small,941050,764,10,10,10,4,6,1,1
female,39,english,USA,category,large,802365,765,10,10,10,10,10,10,10
male,46,English,USA,category,small,830945,766,9,9,9,8,8,8,8
female,37,English,USA,category,small,486864,767,10,10,6,7,5,5,5
male,35,English,USA,property,large,644703,768,4,5,7,7,8,5,8
male,35,english,USA,category,small,324875,769,10,10,10,9,8,7,1
female,28,english,USA,category,small,233998,770,3,5,7,6,8,8,10
female,63,English,USA,category,small,215504,771,10,10,10,6,7,7,6
male,33,English,USA,property,small,484419,772,10,10,7,4,4,1,3
male,30,English,USA,category,large,684664,773,9,9,8,8,6,5,5
female,52,English,USA,category,large,990762,774,10,5,4,5,1,1,2
male,28,English ,USA,property,large,208168,775,9,7,7,4,3,2,2
female,22,english,USA,category,large,120703,776,10,4,2,2,1,1,1
male,26,English,USA,property,large,441052,777,5,7,8,9,7,7,8
female,24,English,USA,category,large,200708,778,10,10,8,5,1,1,1
female,48,English,USA,property,small,351355,779,8,7,3,7,2,2,1
female,23,english,USA,property,large,154383,780,9,9,8,5,6,2,2
male,40,English,USA,category,large,131335,781,10,8,10,5,7,5,5
female,38,English,USA,property,large,793186,782,8,7,8,8,8,3,3
female,36,english,USA,property,small,967601,783,9,7,7,2,1,1,2
male,45,english,USA,property,large,743721,784,9,8,7,7,2,3,1
male,22,English,USA,category,small,358974,785,10,9,9,9,4,4,4
male,71,ENGLISH,USA,category,large,580810,786,9,9,9,8,5,5,5
female,42,English,USA,property,large,310790,787,10,10,10,10,10,10,10
female,65,English,USA,category,large,369569,788,10,10,10,10,10,8,8
female,62,english,USA,category,small,103978,789,10,9,7,5,3,1,1
